step,jet-train-acc,jet-validate-acc,jet-test-acc,,red-train-acc,red-validate-acc,red-test-acc,,fu-jet-train-acc,fu-jet-validate-acc,fu-jet-test-acc,,vgg-train-acc,vgg-validate-acc,vgg-test-acc,,fu-red-train-acc,fu-red-validate-acc,fu-red-test-acc,,3-jet-train-acc,3-jet-validate-acc,3-jet-test-acc
,,,,,,,,,,,,,,,,,,,,,0.865827019,0.894178967,0.896517001
,,,,,,,,,,,,,,,,,,,,,0.86684014,0.895222519,0.897491012
,,,,,,,,,,,,,,,,,,,,,0.866626197,0.894964186,0.89738207
,,,,,,,,,,,,,,,,,,,,,0.865972143,0.894569511,0.89699848
,,,,,,,,,,,,,,,,,,,,,0.865667936,0.893726118,0.896132819
,,,,,,,,,,,,,,,,,,,,,0.865834955,0.894330637,0.896651652
,,,,,,,,,,,,,,,,,,,,,0.866624996,0.894391794,0.89679355
,,,,,,,,,,,,,,,,,,,,,0.866249545,0.89407792,0.896507322
,,,,,,,,,,,,,,,,,,,,,0.866075919,0.894265997,0.896575205
,,,,,,,,,,,,,,,,,,,,,0.866298827,0.893879614,0.896283769
,,,,,,,,,,,,,,,,,,,,,0.866141029,0.894125876,0.896432815
,,,,,,,,,,,,,,,,,,,,,0.86649669,0.894623476,0.896992121
,,,,,,,,,,,,,,,,,,,,,0.865612185,0.893899078,0.896307005
,,,,,,,,,,,,,,,,,,,,,0.865282866,0.89419494,0.896604031
,,,,,,,,,,,,,,,,,,,,,0.86649622,0.894365717,0.89664017
,,,,,,,,,,,,,,,,,,,,,0.865616396,0.894040889,0.896404901
,,,,,,,,,,,,,,,,,,,,,0.865829152,0.894241828,0.896599005
,,,,,,,,,,,,,,,,,,,,,0.865910775,0.894058436,0.896499083
,,,,,,,,,,,,,,,,,,,,,0.865853689,0.894375875,0.896869958
,,,,,,,,,,,,,,,,,,,,,0.866445898,0.894270621,0.896756757
,,,,,,,,,,,,,,,,,,,,,0.865877337,0.894846186,0.897169191
,,,,,,,,,,,,,,,,,,,,,0.865877044,0.894704762,0.89717821
,,,,,,,,,,,,,,,,,,,,,0.865945107,0.893963295,0.896490102
,,,,,,,,,,,,,,,,,,,,,0.866744048,0.895048716,0.897322593
,,,,,,,,,,,,,,,,,,,,,0.866720481,0.894388821,0.896799946
,,,,,,,,,,,,,,,,,,,,,0.865722748,0.894303566,0.896746614
,,,,,,,,,,,,,,,,,,,,,0.866264289,0.894144596,0.896493993
,,,,,,,,,,,,,,,,,,,,,0.866198687,0.894414832,0.89684252
,,,,,,,,,,,,,,,,,,,,,0.865982813,0.894240668,0.896556585
,,,,,,,,,,,,,,,,,,,,,0.86616177,0.894022735,0.896407593
,,,,,,,,,,,,,,,,,,,,,0.866074555,0.894592972,0.897134797
,,,,,,,,,,,,,,,,,,,,,0.865995699,0.894389941,0.89678636
,,,,,,,,,,,,,,,,,,,,,0.865505976,0.8943384,0.896693108
,,,,,,,,,,,,,,,,,,,,,0.866181301,0.894779908,0.897100812
,,,,,,,,,,,,,,,,,,,,,0.86658997,0.894802746,0.897094334
,,,,,,,,,,,,,,,,,,,,,0.86617559,0.894494266,0.896894789
,,,,,,,,,,,,,,,,,,,,,0.866598686,0.895153131,0.897374206
,,,,,,,,,,,,,,,,,,,,,0.867142065,0.895274773,0.897686882
,,,,,,,,,,,,,,,,,,,,,0.866619852,0.894995131,0.897346284
,,,,,,,,,,,,,,,,,,,,,0.867063613,0.895077915,0.89739108
,,,,,,,,,,,,,,,,,,,,,0.866505159,0.895012036,0.897233744
,,,,,,,,,,,,,,,,,,,,,0.866206653,0.894676115,0.896988702
,,,,,,,,,,,,,,,,,,,,,0.86659899,0.894406738,0.896721789
,,,,,,,,,,,,,,,,,,,,,0.86719074,0.894757146,0.897184903
,,,,,,,,,,,,,,,,,,,,,0.867100188,0.895277145,0.897623657
,,,,,,,,,,,,,,,,,,,,,0.866551077,0.894802523,0.897157428
,,,,,,,,,,,,,,,,,,,,,0.867374702,0.894704932,0.897042726
,,,,,,,,,,,,,,,,,,,,,0.866927065,0.895088783,0.897394781
,,,,,,,,,,,,,,,,,,,,,0.865757557,0.894843746,0.897176515
,,,,,,,,,,,,,,,,,,,,,0.866477283,0.894413641,0.8967351
,,,,,,,,,,,,,,,,,,,,,0.86655725,0.894936061,0.89722566
,,,,,,,,,,,,,,,,,,,,,0.867602516,0.895167635,0.897510335
,,,,,,,,,,,,,,,,,,,,,0.868297801,0.895146706,0.897497449
,,,,,,,,,,,,,,,,,,,,,0.867035845,0.895252062,0.897595286
,,,,,,,,,,,,,,,,,,,,,0.867234481,0.895256161,0.897665564
,,,,,,,,,,,,,,,,,,,,,0.86696202,0.894943394,0.897237971
,,,,,,,,,,,,,,,,,,,,,0.866431131,0.894383068,0.896782661
,,,,,,,,,,,,,,,,,,,,,0.866422381,0.895009855,0.897383765
,,,,,,,,,,,,,,,,,,,,,0.867683905,0.894968558,0.897301583
,,,,,,,,,,,,,,,,,,,,,0.867382789,0.895323498,0.89763664
,,,,,,,,,,,,,,,,,,,,,0.867249446,0.895101271,0.897428799
,,,,,,,,,,,,,,,,,,,,,0.866573193,0.893521787,0.895917852
,,,,,,,,,,,,,,,,,,,,,0.867323698,0.895556822,0.89784736
,,,,,,,,,,,,,,,,,,,,,0.867534787,0.895269025,0.897585219
,,,,,,,,,,,,,,,,,,,,,0.867611351,0.895893888,0.898092892
,,,,,,,,,,,,,,,,,,,,,0.868215195,0.894732318,0.89716337
,,,,,,,,,,,,,,,,,,,,,0.867316111,0.895457947,0.897703108
,,,,,,,,,,,,,,,,,,,,,0.867268414,0.895093485,0.897471996
,,,,,,,,,,,,,,,,,,,,,0.867107865,0.895289999,0.897754642
,,,,,,,,,,,,,,,,,,,,,0.86720366,0.895367049,0.897709813
,,,,,,,,,,,,,,,,,,,,,0.867067836,0.894657095,0.897078775
,,,,,,,,,,,,,,,,,,,,,0.867137228,0.89526899,0.897519363
,,,,,,,,,,,,,,,,,,,,,0.867826263,0.895701367,0.898073855
,,,,,,,,,,,,,,,,,,,,,0.868045988,0.895167529,0.89755237
,,,,,,,,,,,,,,,,,,,,,0.867520843,0.895343695,0.897607426
,,,,,,,,,,,,,,,,,,,,,0.868031434,0.895226619,0.897623581
,,,,,,,,,,,,,,,,,,,,,0.867461853,0.895621499,0.898040319
,,,,,,,,,,,,,,,,,,,,,0.867263299,0.89507651,0.897439864
,,,,,,,,,,,,,,,,,,,,,0.86707772,0.895254795,0.897585989
,,,,,,,,,,,,,,,,,,,,,0.867170136,0.895110905,0.897406455
,,,,,,,,,,,,,,,,,,,,,0.86691894,0.894933756,0.89735984
,,,,,,,,,,,,,,,,,,,,,0.866912373,0.895355899,0.897686195
,,,,,,,,,,,,,,,,,,,,,0.866599188,0.894626812,0.89701335
,,,,,,,,,,,,,,,,,,,,,0.866919053,0.895044271,0.897438955
,,,,,,,,,,,,,,,,,,,,,0.866895372,0.89552226,0.897824045
,,,,,,,,,,,,,,,,,,,,,0.867748379,0.895376571,0.897653503
,,,,,,,,,,,,,,,,,,,,,0.867910039,0.895718017,0.897988611
,,,,,,,,,,,,,,,,,,,,,0.868098449,0.895543045,0.897930251
,,,,,,,,,,,,,,,,,,,,,0.868689391,0.896016799,0.89823322
,,,,,,,,,,,,,,,,,,,,,0.868745446,0.896257391,0.898504754
,,,,,,,,,,,,,,,,,,,,,0.86839562,0.895133809,0.897455529
,,,,,,,,,,,,,,,,,,,,,0.868022702,0.895728294,0.897932746
,,,,,,,,,,,,,,,,,,,,,0.868139781,0.895972155,0.898234203
,,,,,,,,,,,,,,,,,,,,,0.868106458,0.895275535,0.89757917
,,,,,,,,,,,,,,,,,,,,,0.867866421,0.8953087,0.897682523
,,,,,,,,,,,,,,,,,,,,,0.867897179,0.895788444,0.898077719
,,,,,,,,,,,,,,,,,,,,,0.867836052,0.89588405,0.898251361
,,,,,,,,,,,,,,,,,,,,,0.86783907,0.8952965,0.897643887
,,,,,,,,,,,,,,,,,,,,,0.867164612,0.895383537,0.897737728
,,,,,,,,,,,,,,,,,,,,,0.866927464,0.895139505,0.897572492
,,,,,,,,,,,,,,,,,,,,,0.867075342,0.89427208,0.896710515
,,,,,,,,,,,,,,,,,,,,,0.866818128,0.895685887,0.898048962
,,,,,,,,,,,,,,,,,,,,,0.866660313,0.893979328,0.896539488
,,,,,,,,,,,,,,,,,,,,,0.866920647,0.894679247,0.896993167
,,,,,,,,,,,,,,,,,,,,,0.866930397,0.894840621,0.897303914
,,,,,,,,,,,,,,,,,,,,,0.867435183,0.895543096,0.897979976
,,,,,,,,,,,,,,,,,,,,,0.867762127,0.895751016,0.898073514
,,,,,,,,,,,,,,,,,,,,,0.868254568,0.895558723,0.897940548
,,,,,,,,,,,,,,,,,,,,,0.868286742,0.894994989,0.897338154
,,,,,,,,,,,,,,,,,,,,,0.867600511,0.895502392,0.897833442
,,,,,,,,,,,,,,,,,,,,,0.867640979,0.895312341,0.897585862
,,,,,,,,,,,,,,,,,,,,,0.866882687,0.895103869,0.897373633
,,,,,,,,,,,,,,,,,,,,,0.867816287,0.895690279,0.898070185
,,,,,,,,,,,,,,,,,,,,,0.868508215,0.895397096,0.897756652
,,,,,,,,,,,,,,,,,,,,,0.868826919,0.895859551,0.898133307
,,,,,,,,,,,,,,,,,,,,,0.867343156,0.895168396,0.897556161
,,,,,,,,,,,,,,,,,,,,,0.868329519,0.895659504,0.897939225
,,,,,,,,,,,,,,,,,,,,,0.867751373,0.895279201,0.897664749
,,,,,,,,,,,,,,,,,,,,,0.868128404,0.895560357,0.897976018
,,,,,,,,,,,,,,,,,,,,,0.868396916,0.895869487,0.898154818
,,,,,,,,,,,,,,,,,,,,,0.868240366,0.895271998,0.897624441
,,,,,,,,,,,,,,,,,,,,,0.868931392,0.896000623,0.898397774
,,,,,,,,,,,,,,,,,,,,,0.868165453,0.895910277,0.898197728
,,,,,,,,,,,,,,,,,,,,,0.868401614,0.896143703,0.898513841
,,,,,,,,,,,,,,,,,,,,,0.869030645,0.89640473,0.898732881
,,,,,,,,,,,,,,,,,,,,,0.868437907,0.896021037,0.89834359
,,,,,,,,,,,,,,,,,,,,,0.868403256,0.896031976,0.898442296
,,,,,,,,,,,,,,,,,,,,,0.868027515,0.895552671,0.897841269
,,,,,,,,,,,,,,,,,,,,,0.868096608,0.896052485,0.898441478
,,,,,,,,,,,,,,,,,,,,,0.868148733,0.896205281,0.898552408
,,,,,,,,,,,,,,,,,,,,,0.868101833,0.895928247,0.898218355
,,,,,,,,,,,,,,,,,,,,,0.869056966,0.896306152,0.898524831
,,,,,,,,,,,,,,,,,,,,,0.868476301,0.89601955,0.89826028
,,,,,,,,,,,,,,,,,,,,,0.868472208,0.896729578,0.89884463
,,,,,,,,,,,,,,,,,,,,,0.869224574,0.896423435,0.898699546
,,,,,,,,,,,,,,,,,,,,,0.869194276,0.896662047,0.898933008
,,,,,,,,,,,,,,,,,,,,,0.868917641,0.896058775,0.898229983
,,,,,,,,,,,,,,,,,,,,,0.86905772,0.896196809,0.89849496
,,,,,,,,,,,,,,,,,,,,,0.86836349,0.895647976,0.898001779
,,,,,,,,,,,,,,,,,,,,,0.868123167,0.896187221,0.898540115
,,,,,,,,,,,,,,,,,,,,,0.869089572,0.896210795,0.898531012
,,,,,,,,,,,,,,,,,,,,,0.869080147,0.895612717,0.898002366
,,,,,,,,,,,,,,,,,,,,,0.868319664,0.89634774,0.898700367
,,,,,,,,,,,,,,,,,,,,,0.868833376,0.895930478,0.898239359
,,,,,,,,,,,,,,,,,,,,,0.869155585,0.895990151,0.898344086
,,,,,,,,,,,,,,,,,,,,,0.868500534,0.896262504,0.898558516
,,,,,,,,,,,,,,,,,,,,,0.869245434,0.896407273,0.898813052
,,,,,,,,,,,,,,,,,,,,,0.869480314,0.895980012,0.898346136
,,,,,,,,,,,,,,,,,,,,,0.868791672,0.896531668,0.898816018
,,,,,,,,,,,,,,,,,,,,,0.868700155,0.89636636,0.898668206
,,,,,,,,,,,,,,,,,,,,,0.868933455,0.896053271,0.898292687
,,,,,,,,,,,,,,,,,,,,,0.868993702,0.896326697,0.898541311
,,,,,,,,,,,,,,,,,,,,,0.869642542,0.896095825,0.898399747
,,,,,,,,,,,,,,,,,,,,,0.868778964,0.896023315,0.89836195
,,,,,,,,,,,,,,,,,,,,,0.868594745,0.896493859,0.898871889
,,,,,,,,,,,,,,,,,,,,,0.868607503,0.895771447,0.89811485
,,,,,,,,,,,,,,,,,,,,,0.868992841,0.896086064,0.89857109
,,,,,,,,,,,,,,,,,,,,,0.868813962,0.895743097,0.898178817
,,,,,,,,,,,,,,,,,,,,,0.86783941,0.896239207,0.898580117
,,,,,,,,,,,,,,,,,,,,,0.868305031,0.896151553,0.898561252
,,,,,,,,,,,,,,,,,,,,,0.868790197,0.896374434,0.898682521
,,,,,,,,,,,,,,,,,,,,,0.868748641,0.895835622,0.898215968
,,,,,,,,,,,,,,,,,,,,,0.86883314,0.896290863,0.898649277
,,,,,,,,,,,,,,,,,,,,,0.869199792,0.896499273,0.898849386
,,,,,,,,,,,,,,,,,,,,,0.869133281,0.896686456,0.899054197
,,,,,,,,,,,,,,,,,,,,,0.869314977,0.897048828,0.899176803
,,,,,,,,,,,,,,,,,,,,,0.86944162,0.896416776,0.898623472
,,,,,,,,,,,,,,,,,,,,,0.869005549,0.896988077,0.899221651
,,,,,,,,,,,,,,,,,,,,,0.869098553,0.896320584,0.89862551
,,,,,,,,,,,,,,,,,,,,,0.869540093,0.896823334,0.899090529
,,,,,,,,,,,,,,,,,,,,,0.869088385,0.896192053,0.898557058
,,,,,,,,,,,,,,,,,,,,,0.868794021,0.896280851,0.898560863
,,,,,,,,,,,,,,,,,,,,,0.86967405,0.896612558,0.8989662
,,,,,,,,,,,,,,,,,,,,,0.869734093,0.896525889,0.898796984
,,,,,,,,,,,,,,,,,,,,,0.868976458,0.895971026,0.898349917
,,,,,,,,,,,,,,,,,,,,,0.868744606,0.896069265,0.898412699
,,,,,,,,,,,,,,,,,,,,,0.868603056,0.896253315,0.898622307
,,,,,,,,,,,,,,,,,,,,,0.869176792,0.89640336,0.898721254
,,,,,,,,,,,,,,,,,,,,,0.868885777,0.896039821,0.898470548
,,,,,,,,,,,,,,,,,,,,,0.869409821,0.896374094,0.898659393
,,,,,,,,,,,,,,,,,,,,,0.868389917,0.89566569,0.898088491
,,,,,,,,,,,,,,,,,,,,,0.869041899,0.896032672,0.898398818
,,,,,,,,,,,,,,,,,,,,,0.869893895,0.897089114,0.899362985
,,,,,,,,,,,,,,,,,,,,,0.869826021,0.896383232,0.898759463
,,,,,,,,,,,,,,,,,,,,,0.868632207,0.895857597,0.898170503
,,,,,,,,,,,,,,,,,,,,,0.869698697,0.896149148,0.898530679
,,,,,,,,,,,,,,,,,,,,,0.86985118,0.897170547,0.899565349
,,,,,,,,,,,,,,,,,,,,,0.869659951,0.896570109,0.898925237
,,,,,,,,,,,,,,,,,,,,,0.869605785,0.896247178,0.898610633
,,,,,,,,,,,,,,,,,,,,,0.869300232,0.896381486,0.898682395
,,,,,,,,,,,,,,,,,,,,,0.868816644,0.895876799,0.89832601
,,,,,,,,,,,,,,,,,,,,,0.868455709,0.895690365,0.898165114
,,,,,,,,,,,,,,,,,,,,,0.868476616,0.896311998,0.898581731
,,,,,,,,,,,,,,,,,,,,,0.869973587,0.897193874,0.899426785
,,,,,,,,,,,,,,,,,,,,,0.869853775,0.896763232,0.899080697
,,,,,,,,,,,,,,,,,,,,,0.868887937,0.896181776,0.898659133
,,,,,,,,,,,,,,,,,,,,,0.869212568,0.89636684,0.898690404
,,,,,,,,,,,,,,,,,,,,,0.868528184,0.897024953,0.899295723
,,,,,,,,,,,,,,,,,,,,,0.869850573,0.896439387,0.898842427
,,,,,,,,,,,,,,,,,,,,,0.869803595,0.896550836,0.898874564
,,,,,,,,,,,,,,,,,,,,,0.869150083,0.896181572,0.898392848
,,,,,,,,,,,,,,,,,,,,,0.869084988,0.89639908,0.898762829
,,,,,,,,,,,,,,,,,,,,,0.870034517,0.896596485,0.898918128
,,,,,,,,,,,,,,,,,,,,,0.870161545,0.896886762,0.8991839
,,,,,,,,,,,,,,,,,,,,,0.869639609,0.896669019,0.899022441
,,,,,,,,,,,,,,,,,,,,,0.8690215,0.896551655,0.898815805
,,,,,,,,,,,,,,,,,,,,,0.869816638,0.896735194,0.899140771
,,,,,,,,,,,,,,,,,,,,,0.869727222,0.89661664,0.898909142
,,,,,,,,,,,,,,,,,,,,,0.870134513,0.896525299,0.898823813
,,,,,,,,,,,,,,,,,,,,,0.869878686,0.897153334,0.899426713
,,,,,,,,,,,,,,,,,,,,,0.86945883,0.896403,0.898737798
,,,,,,,,,,,,,,,,,,,,,0.868861386,0.896326364,0.898694804
,,,,,,,,,,,,,,,,,,,,,0.869817594,0.896418621,0.898697599
,,,,,,,,,,,,,,,,,,,,,0.869265318,0.89608481,0.898404394
,,,,,,,,,,,,,,,,,,,,,0.868690925,0.896609009,0.898902514
,,,,,,,,,,,,,,,,,,,,,0.870470393,0.897049424,0.899342593
,,,,,,,,,,,,,,,,,,,,,0.870138611,0.896923004,0.899334575
,,,,,,,,,,,,,,,,,,,,,0.869679871,0.896536337,0.898908109
,,,,,,,,,,,,,,,,,,,,,0.86963513,0.896474758,0.898770254
,,,,,,,,,,,,,,,,,,,,,0.869137743,0.896157288,0.89862116
,,,,,,,,,,,,,,,,,,,,,0.869604781,0.896659552,0.899014924
,,,,,,,,,,,,,,,,,,,,,0.869939416,0.897229662,0.899498763
,,,,,,,,,,,,,,,,,,,,,0.869962095,0.896674029,0.899040872
,,,,,,,,,,,,,,,,,,,,,0.870173734,0.896426206,0.898796833
,,,,,,,,,,,,,,,,,,,,,0.86882265,0.896602722,0.899032136
,,,,,,,,,,,,,,,,,,,,,0.869399485,0.896750573,0.899077861
,,,,,,,,,,,,,,,,,,,,,0.869563702,0.897102995,0.899403097
,,,,,,,,,,,,,,,,,,,,,0.870392764,0.896884616,0.899168971
,,,,,,,,,,,,,,,,,,,,,0.870288072,0.896665818,0.899034429
,,,,,,,,,,,,,,,,,,,,,0.87004274,0.89691652,0.89922671
,,,,,,,,,,,,,,,,,,,,,0.869559141,0.89678316,0.899156546
,,,,,,,,,,,,,,,,,,,,,0.86956538,0.896652262,0.899035131
,,,,,,,,,,,,,,,,,,,,,0.870217144,0.896902029,0.899197512
,,,,,,,,,,,,,,,,,,,,,0.870370642,0.896872145,0.899188704
,,,,,,,,,,,,,,,,,,,,,0.87056097,0.897435672,0.899704096
,,,,,,,,,,,,,,,,,,,,,0.870687039,0.897705836,0.899912898
,,,,,,,,,,,,,,,,,,,,,0.870533206,0.897613334,0.899917658
,,,,,,,,,,,,,,,,,,,,,0.870649861,0.897334659,0.899567638
,,,,,,,,,,,,,,,,,,,,,0.870782345,0.897609503,0.899873075
,,,,,,,,,,,,,,,,,,,,,0.87013339,0.897220462,0.899504614
,,,,,,,,,,,,,,,,,,,,,0.869892032,0.896815453,0.899167605
,,,,,,,,,,,,,,,,,,,,,0.870607652,0.897014431,0.899237524
,,,,,,,,,,,,,,,,,,,,,0.870363421,0.897239008,0.89949399
,,,,,,,,,,,,,,,,,,,,,0.870669076,0.8973042,0.899584139
,,,,,,,,,,,,,,,,,,,,,0.870664791,0.896586812,0.899020106
,,,,,,,,,,,,,,,,,,,,,0.870645515,0.897347339,0.899572141
,,,,,,,,,,,,,,,,,,,,,0.870494333,0.896595254,0.899051743
,,,,,,,,,,,,,,,,,,,,,0.870246023,0.896531722,0.898897219
,,,,,,,,,,,,,,,,,,,,,0.870256287,0.89698629,0.899300607
,,,,,,,,,,,,,,,,,,,,,0.871179381,0.897416142,0.899637559
,,,,,,,,,,,,,,,,,,,,,0.870549795,0.897157435,0.899448758
,,,,,,,,,,,,,,,,,,,,,0.870228952,0.896843843,0.899219487
,,,,,,,,,,,,,,,,,,,,,0.870534492,0.897383514,0.899662693
,,,,,,,,,,,,,,,,,,,,,0.87116147,0.897937247,0.900172709
,,,,,,,,,,,,,,,,,,,,,0.871460017,0.898079197,0.900423981
,,,,,,,,,,,,,,,,,,,,,0.871264463,0.897398729,0.899831652
,,,,,,,,,,,,,,,,,,,,,0.870644657,0.89751526,0.899841584
,,,,,,,,,,,,,,,,,,,,,0.871206329,0.897252735,0.899605564
,,,,,,,,,,,,,,,,,,,,,0.871011617,0.89736014,0.899737271
,,,,,,,,,,,,,,,,,,,,,0.871083727,0.897333235,0.899662836
,,,,,,,,,,,,,,,,,,,,,0.870595147,0.897076278,0.89934845
,,,,,,,,,,,,,,,,,,,,,0.870372009,0.897082069,0.899497035
,,,,,,,,,,,,,,,,,,,,,0.870686772,0.897493582,0.899847631
,,,,,,,,,,,,,,,,,,,,,0.871289809,0.897778997,0.900123451
,,,,,,,,,,,,,,,,,,,,,0.870744348,0.897356685,0.899667535
,,,,,,,,,,,,,,,,,,,,,0.871429406,0.897182066,0.899524352
,,,,,,,,,,,,,,,,,,,,,0.8711308,0.897553229,0.899873913
,,,,,,,,,,,,,,,,,,,,,0.87054664,0.897331922,0.899684429
,,,,,,,,,,,,,,,,,,,,,0.870228548,0.897100062,0.899413369
,,,,,,,,,,,,,,,,,,,,,0.870197319,0.897312703,0.899695268
,,,,,,,,,,,,,,,,,,,,,0.870747206,0.89717976,0.89949496
,,,,,,,,,,,,,,,,,,,,,0.870245614,0.89622593,0.898550794
,,,,,,,,,,,,,,,,,,,,,0.870153296,0.897084002,0.899338733
,,,,,,,,,,,,,,,,,,,,,0.870666523,0.897036266,0.899352035
,,,,,,,,,,,,,,,,,,,,,0.870589363,0.897291177,0.89968463
,,,,,,,,,,,,,,,,,,,,,0.87130138,0.897830948,0.900061521
,,,,,,,,,,,,,,,,,,,,,0.871632432,0.89814761,0.900282974
,,,,,,,,,,,,,,,,,,,,,0.872165883,0.898329658,0.900527445
,,,,,,,,,,,,,,,,,,,,,0.871131367,0.897567279,0.899822686
,,,,,,,,,,,,,,,,,,,,,0.871693725,0.89754239,0.8998303
,,,,,,,,,,,,,,,,,,,,,0.871765935,0.898007646,0.900268435
,,,,,,,,,,,,,,,,,,,,,0.87135722,0.898066799,0.900191209
,,,,,,,,,,,,,,,,,,,,,0.871383903,0.898259041,0.900460023
,,,,,,,,,,,,,,,,,,,,,0.871446069,0.897643507,0.899933649
,,,,,,,,,,,,,,,,,,,,,0.870632433,0.897593863,0.89994244
,,,,,,,,,,,,,,,,,,,,,0.871079084,0.897726554,0.900000944
,,,,,,,,,,,,,,,,,,,,,0.871585377,0.898039276,0.900244026
,,,,,,,,,,,,,,,,,,,,,0.871115409,0.89758267,0.899882676
,,,,,,,,,,,,,,,,,,,,,0.870606193,0.896805459,0.899195925
,,,,,,,,,,,,,,,,,,,,,0.871048827,0.897028396,0.899360388
,,,,,,,,,,,,,,,,,,,,,0.87137211,0.89678823,0.899166811
,,,,,,,,,,,,,,,,,,,,,0.871008174,0.897409857,0.899785297
,,,,,,,,,,,,,,,,,,,,,0.87103378,0.898332375,0.900632135
,,,,,,,,,,,,,,,,,,,,,0.871732805,0.898073765,0.900338149
,,,,,,,,,,,,,,,,,,,,,0.871161823,0.897295353,0.899656974
,,,,,,,,,,,,,,,,,,,,,0.871701961,0.897306849,0.899684091
,,,,,,,,,,,,,,,,,,,,,0.871101479,0.897015755,0.899433775
,,,,,,,,,,,,,,,,,,,,,0.870027222,0.897284683,0.899648994
,,,,,,,,,,,,,,,,,,,,,0.870308195,0.897381044,0.899715143
,,,,,,,,,,,,,,,,,,,,,0.870989831,0.897560447,0.899951686
,,,,,,,,,,,,,,,,,,,,,0.871437488,0.897081011,0.899610091
,,,,,,,,,,,,,,,,,,,,,0.871605131,0.897693808,0.900042943
,,,,,,,,,,,,,,,,,,,,,0.870869906,0.897597382,0.899836349
,,,,,,,,,,,,,,,,,,,,,0.871305929,0.897932468,0.90021582
,,,,,,,,,,,,,,,,,,,,,0.872060705,0.898221716,0.900528319
,,,,,,,,,,,,,,,,,,,,,0.871700363,0.898402365,0.900624051
,,,,,,,,,,,,,,,,,,,,,0.872052526,0.898027194,0.900331412
,,,,,,,,,,,,,,,,,,,,,0.872470734,0.898086714,0.900358725
,,,,,,,,,,,,,,,,,,,,,0.871717703,0.898307916,0.900481527
,,,,,,,,,,,,,,,,,,,,,0.872557694,0.898211052,0.900496806
,,,,,,,,,,,,,,,,,,,,,0.871937777,0.897905737,0.900262353
,,,,,,,,,,,,,,,,,,,,,0.871503986,0.897685855,0.900038548
,,,,,,,,,,,,,,,,,,,,,0.871042337,0.897679449,0.899960492
,,,,,,,,,,,,,,,,,,,,,0.871336271,0.89794278,0.900272202
,,,,,,,,,,,,,,,,,,,,,0.871722035,0.897698947,0.900077419
,,,,,,,,,,,,,,,,,,,,,0.871853175,0.897624294,0.899768442
,,,,,,,,,,,,,,,,,,,,,0.871396393,0.897909118,0.900176192
,,,,,,,,,,,,,,,,,,,,,0.871010351,0.897507916,0.899866057
,,,,,,,,,,,,,,,,,,,,,0.871024018,0.898031713,0.900420983
,,,,,,,,,,,,,,,,,,,,,0.871557336,0.897828957,0.900380757
,,,,,,,,,,,,,,,,,,,,,0.872434075,0.897544117,0.899831397
,,,,,,,,,,,,,,,,,,,,,0.872224993,0.898012614,0.900179174
,,,,,,,,,,,,,,,,,,,,,0.872011844,0.898073589,0.90038818
,,,,,,,,,,,,,,,,,,,,,0.871903795,0.898260977,0.900515681
,,,,,,,,,,,,,,,,,,,,,0.871335076,0.897742032,0.900149455
,,,,,,,,,,,,,,,,,,,,,0.872099524,0.897740329,0.900102023
,,,,,,,,,,,,,,,,,,,,,0.871914268,0.897750672,0.900079431
,,,,,,,,,,,,,,,,,,,,,0.871589433,0.897860255,0.900204843
,,,,,,,,,,,,,,,,,,,,,0.871914994,0.89779168,0.900120599
,,,,,,,,,,,,,,,,,,,,,0.871867059,0.897677377,0.899982287
,,,,,,,,,,,,,,,,,,,,,0.87263007,0.898154488,0.90045046
,,,,,,,,,,,,,,,,,,,,,0.871984954,0.898264528,0.900517052
,,,,,,,,,,,,,,,,,,,,,0.872112815,0.898443116,0.90069385
,,,,,,,,,,,,,,,,,,,,,0.872761426,0.898725373,0.901002203
,,,,,,,,,,,,,,,,,,,,,0.872574127,0.898331815,0.900609025
,,,,,,,,,,,,,,,,,,,,,0.872194473,0.897767459,0.900096016
,,,,,,,,,,,,,,,,,,,,,0.871880101,0.898175491,0.900375563
,,,,,,,,,,,,,,,,,,,,,0.872558919,0.898428647,0.900676527
,,,,,,,,,,,,,,,,,,,,,0.87129267,0.897824046,0.900131536
,,,,,,,,,,,,,,,,,,,,,0.871631702,0.897961935,0.900280778
,,,,,,,,,,,,,,,,,,,,,0.872125051,0.897899998,0.900093566
,,,,,,,,,,,,,,,,,,,,,0.872703529,0.898883071,0.901105076
,,,,,,,,,,,,,,,,,,,,,0.872171033,0.898941758,0.901159192
,,,,,,,,,,,,,,,,,,,,,0.872465248,0.898499028,0.900679058
,,,,,,,,,,,,,,,,,,,,,0.87268609,0.898898071,0.901085317
,,,,,,,,,,,,,,,,,,,,,0.873279744,0.898820393,0.901060521
,,,,,,,,,,,,,,,,,,,,,0.872349803,0.898848931,0.900990723
,,,,,,,,,,,,,,,,,,,,,0.872896271,0.89879748,0.900995902
,,,,,,,,,,,,,,,,,,,,,0.872738058,0.898387696,0.900655883
,,,,,,,,,,,,,,,,,,,,,0.871634948,0.898173536,0.900542559
,,,,,,,,,,,,,,,,,,,,,0.872265579,0.898753506,0.900983947
,,,,,,,,,,,,,,,,,,,,,0.871702962,0.898537706,0.900838729
,,,,,,,,,,,,,,,,,,,,,0.872077154,0.89824501,0.900600034
,,,,,,,,,,,,,,,,,,,,,0.872326562,0.898409923,0.900620414
